Area_Name,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
Anson County,6.0,4.0,1.0,1.0,1094.0,1547.0,1612.0,1701.0,491.0,1020.0,2645.0,4390.0,5701.0,6462.0,7822.0,6761.0,8632.0,7792.0,5840.0,5020.0,4294.0,2747.0,4.0,6.9,4.8,10.1,15.3,22.6,25.38724931,28.28534869,38.2,38.4,42.51318006,43.2565579,39.2,29.8,23.3382249,17.57517594,7.3,9.2,8.761345725,10.88291747,21.4,29.9,69.8,53.1,598.0,1484.0,2279.0,3795.0,4671.0,4421.0
Antelope County,9.0,10.0,9.0,9.0,506.0,708.0,740.0,857.0,192.0,404.0,2002.0,2463.0,2282.0,1970.0,1888.0,1357.0,2649.0,1593.0,1150.0,714.0,381.0,297.0,3.6,7.6,8.6,15.8,23.1,31.3,35.91054313,41.63179916,44.6,39.9,40.21299255,31.54346815,22.5,14.5,8.115015974,6.90376569,9.9,14.3,15.76144835,19.92096699,37.8,46.5,50.0,30.1,454.0,835.0,1184.0,1547.0,1686.0,1791.0
Antrim County,9.0,10.0,8.0,6.0,1669.0,3102.0,4131.0,6263.0,567.0,1168.0,2296.0,4212.0,4793.0,5946.0,6085.0,5411.0,3469.0,3116.0,2878.0,2467.0,1743.0,1022.0,8.1,11.9,9.3,13.5,23.3,28.1,30.90877578,30.39092055,39.3,37.1,35.15512161,29.66719667,23.6,15.4,10.06990583,5.603377378,13.7,19.4,23.86619678,34.3385054,32.9,42.9,49.7,31.7,650.0,1328.0,2845.0,4510.0,5350.0,5543.0
Apache County,6.0,6.0,8.0,6.0,2520.0,4110.0,4290.0,6485.0,1030.0,2319.0,2360.0,5549.0,7571.0,9008.0,13183.0,13264.0,8255.0,11294.0,13449.0,13166.0,10646.0,6404.0,8.2,10.4,6.9,14.0,20.6,27.4,32.31513576,38.4244108,25.5,24.9,31.73262084,31.22925152,45.3,36.4,25.62584248,15.07781414,8.5,11.3,10.32640092,15.26852353,18.9,24.9,66.0,50.7,861.0,3113.0,6120.0,9933.0,13425.0,16320.0
Appanoose County,7.0,9.0,7.0,8.0,1060.0,1146.0,1517.0,1701.0,485.0,877.0,3150.0,3791.0,3603.0,3871.0,3583.0,3225.0,4866.0,3655.0,2578.0,1744.0,1160.0,907.0,5.3,9.1,7.2,13.5,21.7,28.1,30.67552602,33.67822626,39.0,41.2,39.67884828,36.66856168,27.9,18.6,12.84606866,10.31267766,11.5,12.2,16.79955703,19.34053439,34.4,39.4,53.1,38.0,661.0,1299.0,2003.0,2640.0,2770.0,2962.0
Appling County,7.0,9.0,7.0,9.0,792.0,928.0,1390.0,1222.0,183.0,544.0,1328.0,2304.0,3322.0,4095.0,5388.0,5047.0,4606.0,4901.0,4133.0,3597.0,2862.0,2330.0,2.9,6.5,3.5,7.6,14.5,21.7,21.36389591,29.9926728,34.4,37.2,43.95138266,41.08931043,42.8,32.7,23.34611306,18.96930717,8.2,8.4,11.33860837,9.948709599,20.9,27.5,72.6,58.4,223.0,637.0,1399.0,2384.0,2619.0,3684.0
Appomattox County,2.0,2.0,2.0,4.0,711.0,990.0,1465.0,2385.0,240.0,518.0,1029.0,1847.0,3003.0,3610.0,3874.0,4694.0,3961.0,4034.0,3181.0,2759.0,2030.0,925.0,4.3,7.3,6.1,10.0,15.7,21.9,29.9790954,31.18390508,36.7,38.3,36.81109844,40.35766486,38.9,29.3,19.28924363,7.952884533,8.7,10.5,13.92056252,20.50554552,18.5,26.0,71.1,56.7,340.0,713.0,1281.0,2062.0,3155.0,3627.0
Aransas County,2.0,2.0,2.0,4.0,1750.0,2623.0,3949.0,5307.0,282.0,1059.0,1369.0,2759.0,3466.0,4579.0,5884.0,6152.0,2892.0,3694.0,3973.0,3988.0,2320.0,1643.0,5.4,12.0,13.5,14.6,24.1,28.9,28.76736416,31.79238898,28.6,29.1,34.4880136,32.02665417,32.8,25.4,13.59826505,8.553282316,14.5,16.7,23.14635719,27.62767453,26.1,31.4,55.1,42.0,708.0,1287.0,2916.0,4538.0,4908.0,6107.0
Arapahoe County,1.0,1.0,1.0,1.0,88573.0,117232.0,145780.0,207006.0,17713.0,54641.0,29882.0,54421.0,54994.0,64921.0,80183.0,85041.0,19703.0,19523.0,21333.0,29574.0,33815.0,36365.0,21.5,31.9,18.3,24.8,34.5,33.1,31.41935416,27.43030006,21.8,20.5,21.16808169,18.79163932,8.5,9.3,8.927062874,8.035629448,35.2,37.0,38.48550128,45.74243117,36.3,31.8,23.9,11.4,15057.0,42453.0,87016.0,104833.0,119014.0,124135.0
Archer County,3.0,2.0,3.0,4.0,633.0,912.0,1165.0,1541.0,185.0,359.0,992.0,1511.0,1896.0,2063.0,2255.0,2254.0,1866.0,1885.0,1419.0,1083.0,878.0,551.0,5.4,8.2,10.7,13.9,23.4,29.2,29.85147707,28.99852965,36.8,36.0,36.8043088,36.82404836,27.5,18.9,14.33001469,9.001797092,12.3,15.9,19.01419945,25.1756249,29.1,34.7,54.8,43.2,364.0,605.0,1204.0,1671.0,1829.0,1775.0
Archuleta County,7.0,10.0,7.0,9.0,687.0,1979.0,3130.0,4426.0,81.0,479.0,436.0,621.0,1174.0,1829.0,2170.0,2617.0,744.0,594.0,667.0,867.0,647.0,506.0,5.9,22.3,8.1,21.1,27.4,31.5,31.32001386,30.5647535,33.7,26.8,25.06063056,24.07100809,19.1,12.7,7.471994457,4.654157469,19.7,29.0,36.14736113,40.71008094,31.8,28.9,54.2,27.7,111.0,454.0,956.0,2146.0,2712.0,3323.0
Arecibo Municipio,3.0,2.0,3.0,4.0,5723.0,9873.0,13391.0,17776.0,,2962.0,,9416.0,11225.0,15762.0,17172.0,19666.0,,30069.0,30493.0,25997.0,19982.0,12273.0,,6.5,,6.7,12.2,17.7,21.93701833,23.19991349,20.8,25.1,26.52087291,30.38017703,56.4,41.4,30.86070827,18.95941792,10.6,15.7,20.68140048,27.46049156,,20.7,,66.1,,3072.0,6621.0,11139.0,14204.0,15018.0
Arenac County,8.0,7.0,8.0,6.0,697.0,1078.0,1290.0,1792.0,230.0,536.0,1643.0,3311.0,3940.0,5011.0,4970.0,4094.0,3693.0,4020.0,3385.0,2756.0,1996.0,1290.0,3.8,6.2,7.6,8.8,18.0,25.5,29.59235886,36.71957672,40.3,42.2,42.38444482,36.10229277,34.6,23.2,17.02200239,11.37566138,7.1,9.1,11.00119393,15.80246914,27.3,38.4,61.3,46.6,458.0,758.0,1760.0,3023.0,3470.0,4164.0
Arizona,,,,,466873.0,766212.0,1105103.0,1627462.0,115020.0,271460.0,289781.0,535096.0,601440.0,791904.0,1012503.0,1171693.0,383873.0,430974.0,491080.0,619547.0,604136.0,544528.0,12.6,17.4,13.9,20.6,32.2,33.1,34.41514426,33.00082374,26.1,24.3,24.39792721,23.47784339,21.3,19.0,14.55765183,10.91100067,20.3,23.5,26.6292767,32.6103322,31.6,34.3,41.9,27.6,127063.0,321361.0,741784.0,1078521.0,1428213.0,1646950.0
Arkansas,,,,,199304.0,288428.0,380334.0,513221.0,70378.0,144677.0,271150.0,443429.0,489570.0,590416.0,674742.0,702778.0,635149.0,595637.0,503481.0,427449.0,320693.0,233857.0,6.7,10.8,7.6,11.5,20.3,24.5,28.38411922,29.06004025,32.7,34.1,35.1238054,34.3862032,33.7,24.7,16.69372668,11.44238198,13.3,16.7,19.79834871,25.11137457,25.6,33.2,60.1,44.5,80835.0,153375.0,303795.0,424907.0,545270.0,593923.0
Arkansas County,6.0,6.0,6.0,6.0,1445.0,1692.0,1713.0,1784.0,699.0,1176.0,3225.0,4633.0,4934.0,5527.0,5621.0,4965.0,8069.0,7475.0,5465.0,3831.0,2311.0,1457.0,5.4,8.1,6.7,9.0,15.8,20.4,26.72086309,29.50171821,35.1,39.8,42.70627564,42.65463918,38.9,27.6,17.55812187,12.51718213,10.3,12.2,13.0147394,15.32646048,25.1,31.7,62.8,51.2,857.0,1319.0,2215.0,2838.0,3517.0,3434.0
Arlington County,1.0,1.0,1.0,1.0,65777.0,83613.0,111421.0,133574.0,30971.0,45274.0,32664.0,25992.0,18579.0,16274.0,14182.0,12340.0,23454.0,14228.0,15697.0,16925.0,11280.0,7925.0,29.6,42.5,16.8,19.7,20.5,15.9,12.46994577,11.19225063,14.8,11.7,9.068702681,7.123600824,12.5,12.2,7.213014119,4.574921923,52.3,60.2,71.24833743,77.10922662,31.2,24.4,22.4,13.4,17559.0,20985.0,25723.0,22032.0,19501.0,19388.0
Armstrong County,1.0,1.0,1.0,1.0,4007.0,5290.0,7159.0,9146.0,1909.0,3215.0,15047.0,21389.0,23857.0,25852.0,25422.0,23541.0,24294.0,19705.0,14322.0,10144.0,5955.0,3365.0,4.4,6.7,4.9,7.1,14.9,18.5,22.85857272,25.66597938,48.1,51.1,50.88980082,48.53814433,28.9,20.0,11.92072866,6.93814433,8.1,10.4,14.33089781,18.85773196,34.7,44.8,56.0,41.3,2125.0,3402.0,7389.0,9352.0,11419.0,12448.0
Aroostook County,7.0,11.0,7.0,8.0,6947.0,7534.0,8523.0,11233.0,2717.0,5527.0,13977.0,18401.0,20086.0,19799.0,19971.0,19467.0,23961.0,19220.0,16203.0,11868.0,7983.0,4427.0,6.0,11.0,10.5,14.0,22.4,23.8,29.43258981,30.03425885,36.0,38.5,38.63535238,38.77425009,29.1,23.1,15.44369426,8.817671195,12.5,14.6,16.48836354,22.37381986,30.8,36.7,52.8,38.3,4767.0,7029.0,12502.0,12238.0,15214.0,15079.0
Arroyo Municipio,3.0,2.0,3.0,4.0,913.0,1479.0,1990.0,3009.0,,572.0,,1870.0,2309.0,3058.0,3385.0,3336.0,,4662.0,5054.0,4459.0,3996.0,2358.0,,7.4,,7.6,14.0,18.4,24.54911433,22.95502833,24.0,27.7,27.25442834,29.5325779,52.5,40.4,32.17391304,20.87464589,9.5,13.4,16.02254428,26.63774788,,24.3,,60.6,,584.0,1343.0,2034.0,3049.0,2593.0
Arthur County,9.0,10.0,9.0,9.0,44.0,48.0,87.0,110.0,10.0,27.0,105.0,177.0,105.0,98.0,67.0,71.0,102.0,76.0,52.0,32.0,14.0,7.0,3.7,8.3,19.0,14.1,37.0,41.8,47.3354232,44.04761905,32.9,32.0,21.0031348,21.13095238,16.3,10.5,4.388714734,2.083333333,13.8,15.7,27.27272727,32.73809524,39.2,54.3,38.1,23.3,51.0,46.0,118.0,128.0,151.0,148.0
Ascension Parish,2.0,2.0,2.0,4.0,3099.0,6709.0,15838.0,23931.0,745.0,1960.0,4769.0,10166.0,13789.0,19299.0,25137.0,25615.0,10695.0,10719.0,10527.0,9439.0,7915.0,9525.0,4.3,7.7,5.8,10.5,18.1,23.4,28.09553925,29.71670613,41.2,41.7,36.9699822,30.47699501,31.5,20.4,11.64090421,11.33294466,9.3,14.5,23.29357434,28.47335419,27.7,39.8,62.2,42.0,996.0,2675.0,6040.0,10811.0,19103.0,24976.0
Ashe County,7.0,10.0,9.0,9.0,1262.0,2141.0,3769.0,4622.0,399.0,836.0,2106.0,3647.0,4880.0,5910.0,6308.0,6382.0,8321.0,8242.0,6881.0,5564.0,3974.0,2578.0,3.6,6.0,3.5,8.9,15.9,23.2,29.74148707,34.15107146,31.5,33.3,31.54157708,30.94153011,44.4,31.4,19.87099355,12.49878794,8.1,12.1,18.8459423,22.40861049,18.8,26.1,74.2,59.0,392.0,1250.0,2463.0,4107.0,5948.0,7044.0
Ashland County,4.0,3.0,6.0,2.0,3824.0,5302.0,6725.0,7929.0,2090.0,3277.0,9079.0,12063.0,13478.0,15673.0,14908.0,15602.0,9791.0,8113.0,7056.0,5553.0,4626.0,3252.0,9.2,12.4,7.8,11.2,17.2,20.4,25.02141511,25.4702805,45.8,47.0,42.56752898,43.41607302,24.0,16.7,13.20884016,9.049421193,13.0,15.9,19.20221575,22.06422529,39.9,45.7,43.1,30.7,1772.0,2963.0,5045.0,6811.0,8763.0,9153.0
Ashley County,7.0,11.0,7.0,9.0,1422.0,1582.0,1934.0,1589.0,782.0,1163.0,3537.0,5458.0,5874.0,6798.0,6412.0,6796.0,7896.0,7201.0,5659.0,4325.0,2538.0,1588.0,6.0,7.7,6.9,8.4,14.9,19.2,26.15509872,23.56683017,38.6,43.2,43.50362983,52.08461067,37.2,27.5,17.21962141,12.17044758,9.3,10.1,13.12165004,12.17811159,27.0,36.2,60.2,47.7,907.0,1261.0,2267.0,3017.0,3855.0,3075.0
Ashtabula County,4.0,3.0,1.0,1.0,5719.0,7517.0,9055.0,10956.0,2918.0,4910.0,20973.0,28576.0,28950.0,31157.0,31681.0,28976.0,25537.0,20883.0,17636.0,13659.0,10693.0,8562.0,5.5,8.1,7.0,10.5,18.1,23.0,26.04400345,29.3090379,45.3,45.8,45.55795226,42.23906706,27.6,20.1,15.37676158,12.48104956,9.0,11.1,13.02128271,15.97084548,39.5,47.1,48.1,34.4,3706.0,6350.0,11545.0,15661.0,18111.0,20106.0
Asotin County,3.0,2.0,3.0,4.0,1411.0,2449.0,2489.0,3988.0,666.0,1183.0,2544.0,4375.0,3830.0,4447.0,5358.0,5065.0,3493.0,2662.0,2605.0,1934.0,1659.0,1318.0,8.6,11.8,13.6,18.0,31.3,35.2,37.64512955,36.73519185,33.5,32.7,35.14594949,30.89733423,22.8,14.2,10.88225648,8.04001708,12.4,18.0,16.32666448,24.32745684,32.8,43.6,45.0,26.5,1054.0,1808.0,3579.0,4789.0,5739.0,6022.0
Assumption Parish,6.0,4.0,2.0,4.0,884.0,1061.0,1396.0,2010.0,326.0,715.0,1362.0,2866.0,4250.0,5311.0,6335.0,6471.0,6924.0,6780.0,6520.0,5858.0,4693.0,3207.0,3.6,6.5,3.8,5.5,11.4,15.1,20.20552344,20.6140053,32.3,36.9,40.68721901,43.95164029,49.6,40.6,30.14129737,21.78224547,6.7,7.4,8.96596018,13.65210895,15.2,26.1,77.4,61.8,336.0,604.0,1498.0,2181.0,3146.0,3035.0
Atascosa County,1.0,1.0,1.0,1.0,1486.0,2384.0,3686.0,4914.0,566.0,1188.0,2013.0,3727.0,5553.0,7270.0,10067.0,12445.0,6483.0,7411.0,7272.0,7919.0,7423.0,6155.0,5.8,8.7,6.8,10.0,18.9,22.8,25.02212938,26.94793091,31.5,32.0,35.64423043,38.66347707,41.2,34.8,26.2826187,19.12203306,8.4,10.5,13.05102149,15.26655897,20.7,27.2,66.7,54.1,660.0,1373.0,3337.0,5178.0,7067.0,8674.0
Atchison County,6.0,3.0,6.0,2.0,1389.0,1867.0,2183.0,2281.0,887.0,1364.0,3720.0,4603.0,4762.0,4309.0,4504.0,4053.0,4516.0,3224.0,2350.0,1590.0,1058.0,567.0,8.6,13.1,11.2,11.5,18.6,25.1,24.94427755,30.65715434,45.6,41.5,43.64764028,40.72548232,22.5,15.3,10.25293149,5.697347267,13.3,18.0,21.15515069,22.92001608,36.2,44.3,44.0,31.0,1148.0,1195.0,1941.0,2609.0,2574.0,3051.0
Athens County,4.0,3.0,4.0,2.0,7065.0,8113.0,9513.0,12880.0,3449.0,5629.0,7759.0,9888.0,9638.0,10790.0,10943.0,10825.0,9833.0,8878.0,7662.0,5384.0,3906.0,2974.0,14.8,20.3,9.7,11.9,19.3,23.1,27.44438157,26.61935803,31.9,34.2,32.59076153,29.77418379,25.4,17.1,11.63296304,8.179992849,23.4,25.7,28.33189386,35.42646533,33.3,35.7,42.2,32.1,2251.0,3280.0,5814.0,7276.0,9215.0,9678.0
Atkinson County,9.0,10.0,9.0,7.0,234.0,311.0,447.0,537.0,88.0,166.0,386.0,814.0,1242.0,1620.0,1973.0,1827.0,2214.0,2157.0,1786.0,1966.0,1826.0,1553.0,3.1,5.0,5.3,5.7,11.3,13.5,17.37692158,28.40431365,33.8,36.0,38.3926834,33.39426065,48.5,43.7,35.53220471,28.38603546,6.4,6.9,8.698190309,9.815390239,13.6,24.5,78.0,64.9,151.0,188.0,417.0,606.0,893.0,1554.0
Atlantic County,2.0,2.0,2.0,4.0,24600.0,31509.0,44642.0,60079.0,6541.0,15033.0,32980.0,43588.0,51064.0,58369.0,61996.0,61964.0,59066.0,46508.0,40617.0,36809.0,30152.0,21485.0,6.2,12.5,7.1,12.7,22.4,24.8,26.18633916,25.5560166,34.1,34.6,33.4538469,32.13900415,27.1,21.8,16.27041086,11.1436722,16.4,18.7,24.08940308,31.16130705,31.1,36.2,55.6,38.6,7574.0,15282.0,33508.0,41859.0,48528.0,49272.0
Atoka County,9.0,9.0,9.0,9.0,854.0,947.0,1446.0,1553.0,259.0,542.0,1136.0,2186.0,2712.0,3742.0,3987.0,4185.0,4784.0,4421.0,3359.0,2870.0,1797.0,1658.0,4.0,6.8,4.3,9.7,17.2,19.4,25.21721142,27.01075693,32.4,39.9,41.23913943,41.30070068,40.2,30.6,18.58709144,16.36238034,10.2,10.1,14.95655772,15.32616204,17.6,27.6,74.1,55.9,280.0,764.0,1438.0,1818.0,2438.0,2737.0
Attala County,6.0,6.0,6.0,6.0,1178.0,1476.0,2283.0,1844.0,546.0,1006.0,2296.0,3125.0,3159.0,3783.0,3627.0,4351.0,7186.0,6483.0,5701.0,4635.0,3436.0,1730.0,5.1,8.6,6.2,9.1,14.5,21.9,26.71528268,32.23599829,26.9,29.8,28.44036697,37.2039333,48.6,36.6,26.94268015,14.79264643,10.0,11.6,17.9016702,15.76742198,21.5,26.8,67.2,55.5,667.0,1062.0,1703.0,2780.0,3407.0,3770.0
Audrain County,6.0,5.0,6.0,5.0,1707.0,2221.0,2311.0,2768.0,938.0,1533.0,5011.0,6746.0,6337.0,7500.0,7874.0,7114.0,7594.0,6233.0,5038.0,4354.0,2741.0,1984.0,6.4,9.6,7.5,9.3,16.8,19.5,25.39105339,30.89511385,40.3,42.9,45.44877345,41.43031856,32.0,24.9,15.82106782,11.55436492,10.9,12.7,13.33910534,16.12020267,34.2,42.2,51.9,39.0,1092.0,1481.0,2640.0,3401.0,4399.0,5305.0
Audubon County,8.0,7.0,9.0,9.0,494.0,578.0,702.0,833.0,238.0,484.0,2026.0,2294.0,2163.0,2106.0,1839.0,1464.0,3002.0,1972.0,1431.0,822.0,493.0,322.0,4.2,9.0,6.1,11.8,19.2,25.5,31.07678328,35.15721713,42.8,44.8,41.77646524,36.24659569,28.3,17.5,11.19945479,7.972270364,9.8,12.3,15.94729668,20.62391681,36.1,42.6,53.5,36.6,343.0,635.0,970.0,1198.0,1368.0,1420.0
Auglaize County,4.0,5.0,4.0,5.0,2717.0,4047.0,5065.0,6553.0,1043.0,2051.0,8454.0,11795.0,12983.0,14317.0,13853.0,13101.0,9407.0,7983.0,6516.0,4311.0,2788.0,2023.0,5.1,8.4,7.7,10.5,19.7,24.7,29.74040267,31.3410617,46.9,47.6,44.84042209,41.49562904,23.5,14.3,9.024406034,6.407576333,9.8,13.4,16.39476921,20.75573293,41.3,48.4,46.0,32.7,1568.0,2556.0,5460.0,7418.0,9188.0,9895.0
Augusta County,3.0,2.0,3.0,4.0,4257.0,7029.0,10468.0,13396.0,1554.0,3150.0,6071.0,9697.0,13986.0,18348.0,22370.0,23475.0,15208.0,15794.0,11298.0,9955.0,8357.0,5293.0,6.3,9.7,8.1,12.1,19.0,22.5,21.77322877,26.71845943,38.4,40.2,42.4792541,40.79983315,31.0,21.8,15.86942899,9.199297843,11.7,15.4,19.87808815,23.28240958,24.4,29.7,61.2,48.5,2012.0,3954.0,6920.0,10277.0,11466.0,15373.0
Aurora County,9.0,10.0,9.0,9.0,230.0,257.0,268.0,321.0,148.0,190.0,613.0,730.0,691.0,727.0,787.0,626.0,1241.0,889.0,621.0,415.0,245.0,153.0,6.4,8.7,12.9,17.6,26.0,30.7,29.46283234,36.00930774,33.2,36.0,42.70211612,36.41652123,29.8,20.5,13.29354314,8.90052356,11.0,12.7,14.54150841,18.67364747,26.7,33.3,54.0,40.5,296.0,386.0,541.0,621.0,543.0,619.0
Austin County,1.0,1.0,1.0,1.0,1791.0,2650.0,3511.0,4985.0,359.0,840.0,1382.0,2900.0,3762.0,4935.0,6466.0,7280.0,6388.0,6011.0,4876.0,3890.0,3114.0,2457.0,4.1,7.6,7.1,11.7,19.9,24.9,30.7574315,30.8339206,28.9,32.3,34.20078282,34.20249002,37.4,25.5,16.4709616,11.54334038,13.8,17.3,18.57082408,23.420249,15.8,26.3,73.0,54.4,622.0,1295.0,2592.0,3805.0,5815.0,6563.0
Autauga County,2.0,2.0,2.0,4.0,3026.0,4972.0,7629.0,11530.0,767.0,2117.0,3757.0,6145.0,6671.0,9332.0,11874.0,13321.0,6611.0,7074.0,6252.0,5872.0,5232.0,3963.0,6.4,12.1,7.7,12.1,23.5,26.9,29.6181425,29.32028356,32.0,33.8,33.78670612,32.67593887,30.0,21.3,14.88732074,9.721097947,14.5,18.0,21.70783064,28.28267962,31.1,35.2,54.8,40.6,933.0,2104.0,4912.0,7413.0,10409.0,11953.0
Avery County,8.0,7.0,9.0,9.0,1170.0,1749.0,2650.0,2954.0,410.0,789.0,1264.0,2342.0,2811.0,3838.0,4122.0,4328.0,4610.0,4203.0,3571.0,3546.0,2257.0,1840.0,6.1,9.5,6.3,12.1,20.1,24.3,30.4444958,32.45464643,29.7,31.8,31.75410215,32.04738986,37.8,29.4,17.38695016,13.62458349,12.4,14.5,20.41445189,21.87338023,18.8,28.1,68.7,50.4,426.0,1006.0,1900.0,2925.0,3952.0,4383.0
Avoyelles Parish,6.0,6.0,6.0,6.0,1784.0,2196.0,2692.0,2905.0,800.0,1504.0,3522.0,5809.0,7695.0,9856.0,10661.0,9835.0,14474.0,14142.0,11934.0,10707.0,8503.0,6106.0,4.1,6.5,4.4,7.3,11.2,14.5,22.14860725,29.13705584,31.9,37.0,37.97463846,36.98063546,49.5,40.2,30.28781079,22.95920286,7.4,8.3,9.588943506,10.92310585,17.9,25.1,73.6,61.1,871.0,1680.0,2710.0,3847.0,6218.0,7749.0
Añasco Municipio,2.0,2.0,2.0,4.0,942.0,2114.0,2862.0,4432.0,,550.0,,2068.0,3328.0,4291.0,6434.0,5462.0,,8191.0,8350.0,8131.0,7263.0,5195.0,,4.9,,3.8,8.4,15.5,15.12557663,21.1568607,24.2,25.0,32.97796002,28.54007733,60.6,47.3,37.22706304,27.14494723,6.8,12.3,14.66940031,23.15811475,,18.4,,72.9,,426.0,1151.0,2657.0,2951.0,4049.0
Baca County,9.0,12.0,9.0,9.0,429.0,442.0,483.0,600.0,231.0,409.0,994.0,1145.0,1103.0,1082.0,873.0,711.0,1753.0,1246.0,881.0,678.0,377.0,354.0,7.1,12.4,8.8,15.0,23.4,30.1,37.41422896,33.18619583,35.0,34.3,31.5276273,28.53130016,28.0,21.5,13.61502347,14.20545746,13.6,14.0,17.44312026,24.07704655,30.4,34.7,53.7,37.8,289.0,495.0,739.0,950.0,1036.0,827.0
Bacon County,7.0,9.0,9.0,9.0,376.0,432.0,652.0,799.0,164.0,356.0,565.0,1535.0,2286.0,2871.0,3245.0,3020.0,3417.0,3023.0,2403.0,2108.0,2057.0,1117.0,3.8,6.9,3.1,5.2,11.6,17.1,18.41600438,31.89845475,39.9,44.0,44.46423678,41.66666667,41.9,32.3,28.18580433,15.4111479,6.6,6.6,8.933954508,11.02373068,13.2,29.6,79.9,58.3,131.0,272.0,665.0,1114.0,1344.0,2312.0
Bailey County,7.0,9.0,6.0,6.0,326.0,367.0,537.0,688.0,362.0,397.0,1289.0,1225.0,1275.0,1249.0,1201.0,1177.0,2434.0,2263.0,1960.0,1523.0,1314.0,1153.0,8.2,9.0,7.0,12.3,18.9,20.7,24.00398406,26.56934307,29.0,31.5,29.90537849,28.63746959,44.6,38.5,32.71912351,28.05352798,7.4,9.3,13.37151394,16.73965937,29.3,27.6,55.4,51.1,308.0,547.0,829.0,821.0,964.0,1092.0
Baker County,1.0,1.0,1.0,1.0,624.0,1143.0,1453.0,2911.0,173.0,465.0,1271.0,2903.0,4101.0,5780.0,8315.0,8118.0,3119.0,4057.0,3930.0,3922.0,3755.0,2811.0,3.6,5.7,4.8,9.7,21.0,22.3,22.12944835,27.08882099,37.4,41.4,47.88091673,42.76683174,35.9,28.1,21.62271104,14.8087662,5.7,8.2,8.366923874,15.33558108,26.5,35.3,65.1,49.3,228.0,797.0,2302.0,3108.0,3843.0,5142.0
Baldwin County,3.0,2.0,3.0,4.0,10870.0,22146.0,35307.0,56408.0,2038.0,5498.0,8426.0,15380.0,20544.0,28428.0,36675.0,47369.0,18726.0,18125.0,17309.0,17258.0,14792.0,14221.0,6.5,12.1,7.4,14.5,24.6,29.3,31.81950326,31.391725,31.8,29.6,28.81646251,27.54203782,26.8,18.0,11.62244345,8.268600135,16.8,23.1,27.74159078,32.79763704,26.7,33.7,59.4,39.7,2334.0,6602.0,15900.0,28178.0,40497.0,53990.0
Ballard County,9.0,8.0,3.0,4.0,466.0,614.0,704.0,1028.0,141.0,424.0,1579.0,2064.0,2061.0,2332.0,2231.0,2202.0,3150.0,2571.0,1910.0,1364.0,1070.0,349.0,2.7,7.7,6.1,8.4,16.7,25.3,31.77172061,35.06894049,38.7,40.4,38.00681431,39.94920174,35.8,23.7,18.22827939,6.331640058,8.7,10.6,11.99318569,18.65021771,30.4,37.4,60.7,46.6,316.0,462.0,891.0,1456.0,1865.0,1933.0
Baltimore County,1.0,1.0,1.0,1.0,118294.0,156341.0,193675.0,243592.0,43873.0,77504.0,104815.0,142928.0,137453.0,141035.0,150878.0,142063.0,162356.0,130396.0,102418.0,80054.0,56523.0,48818.0,12.7,18.8,9.6,14.7,24.4,26.2,26.89272766,26.11908066,29.0,27.6,27.50171797,24.1574161,21.6,15.7,10.30289111,8.301364459,25.0,30.6,35.30266326,41.42213879,30.5,34.8,47.2,31.7,33118.0,60397.0,115409.0,134004.0,147537.0,153599.0
