Area_Name,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
Pointe Coupee Parish,2.0,2.0,2.0,4.0,1321.0,1860.0,2261.0,2239.0,408.0,1037.0,1867.0,3640.0,4988.0,5699.0,6647.0,5081.0,7866.0,7329.0,5653.0,4500.0,2932.0,2666.0,3.9,8.0,4.1,7.7,12.5,17.3,23.89767322,30.84487535,36.5,39.1,42.72400051,35.18698061,41.4,30.9,18.84560998,18.46260388,9.7,12.8,14.53271629,15.50554017,17.7,28.0,74.4,56.4,434.0,995.0,1707.0,2518.0,3718.0,4454.0
Polk County,7.0,11.0,7.0,8.0,1136.0,1478.0,1674.0,2330.0,418.0,857.0,2063.0,3467.0,3813.0,4887.0,5423.0,4853.0,5313.0,5332.0,4325.0,3706.0,2477.0,1709.0,5.1,8.1,4.6,9.2,19.4,25.4,32.99272116,34.35215947,33.1,36.2,37.95492721,35.82871908,37.6,27.4,17.3362262,12.61720192,9.9,10.9,11.71612542,17.20191953,25.2,32.6,65.0,50.1,379.0,984.0,2235.0,3434.0,4714.0,4653.0
Ponce Municipio,2.0,2.0,2.0,4.0,16271.0,21676.0,26178.0,29921.0,,9686.0,,19260.0,21201.0,26118.0,30116.0,28275.0,,52215.0,48762.0,42234.0,30630.0,19300.0,,10.8,,9.8,13.9,17.6,18.93988847,21.04732311,21.2,23.9,28.08437622,28.80647955,48.7,38.6,28.56370181,19.66277826,16.2,19.8,24.4120335,30.48341908,,21.4,,58.0,,8855.0,13939.0,19275.0,20310.0,20659.0
Pondera County,7.0,11.0,9.0,9.0,612.0,812.0,852.0,811.0,330.0,599.0,1265.0,1434.0,1407.0,1435.0,1246.0,1249.0,1571.0,1214.0,1071.0,757.0,521.0,549.0,9.4,15.4,10.1,16.3,24.0,26.9,37.76140684,37.22329163,34.6,34.9,29.61026616,30.05293551,26.3,18.4,12.38117871,13.20981713,15.0,19.8,20.24714829,19.51395573,35.9,36.9,44.6,31.3,355.0,634.0,978.0,1104.0,1589.0,1547.0
Pontotoc County,7.0,8.0,9.0,8.0,1124.0,1950.0,2297.0,3645.0,476.0,860.0,2031.0,3679.0,4477.0,5775.0,6898.0,5629.0,6919.0,6562.0,5940.0,5691.0,4827.0,4350.0,4.8,7.0,4.7,9.6,17.3,21.5,27.58727536,33.79337156,32.1,33.8,35.62280521,27.35445622,42.6,33.3,24.92770089,21.13908057,8.1,11.4,11.86221855,17.71309165,20.5,30.0,69.9,53.4,470.0,1178.0,2413.0,3666.0,5342.0,6954.0
Pope County,5.0,8.0,5.0,7.0,4122.0,6513.0,7722.0,10224.0,1144.0,2608.0,4001.0,7471.0,8549.0,11501.0,13439.0,14526.0,8887.0,9397.0,9374.0,7734.0,6929.0,5819.0,7.5,11.8,8.1,12.0,21.2,24.9,27.199689,26.33975904,30.6,33.5,34.82959699,35.00240964,33.5,22.6,17.9577556,14.02168675,14.7,19.0,20.0129584,24.63614458,26.2,33.8,58.2,42.5,1236.0,2650.0,5931.0,8549.0,10495.0,10931.0
Poquoson city,1.0,1.0,1.0,1.0,2075.0,2449.0,2941.0,3523.0,,1034.0,,1571.0,1824.0,2100.0,2141.0,2419.0,,1561.0,1103.0,890.0,638.0,249.0,,20.6,,17.1,29.1,29.9,31.75853018,29.59172069,25.9,27.1,25.54282987,27.51051973,15.6,11.5,7.611548556,2.831798021,29.4,31.6,35.08709139,40.06596156,,31.2,,31.0,,862.0,2052.0,2320.0,2662.0,2602.0
Portage County,2.0,2.0,2.0,4.0,14580.0,19779.0,25185.0,33871.0,6966.0,10792.0,20400.0,30677.0,33074.0,37558.0,39761.0,38463.0,24511.0,20710.0,17116.0,13244.0,9873.0,7597.0,12.3,15.1,8.5,12.8,21.7,25.0,26.87315519,25.61444326,40.0,39.9,38.86173935,35.79451864,20.7,14.1,9.649705808,7.069936252,17.6,21.0,24.61539965,31.52110186,36.0,43.0,43.2,29.0,4818.0,9122.0,17956.0,23492.0,27495.0,27524.0
Porter County,1.0,1.0,1.0,1.0,14760.0,21341.0,27691.0,36473.0,4545.0,9548.0,16622.0,29631.0,31451.0,35910.0,38769.0,41408.0,16677.0,16517.0,14008.0,11090.0,9068.0,7506.0,10.8,14.7,10.3,14.1,24.4,27.7,31.1322045,29.57773196,39.5,38.0,35.35027491,34.15092784,17.6,11.7,8.268366296,6.190515464,18.5,22.6,25.24915429,30.08082474,39.4,45.7,39.5,25.5,4336.0,9147.0,19406.0,26121.0,34143.0,35863.0
Portsmouth city,1.0,1.0,1.0,1.0,7521.0,8795.0,11879.0,15281.0,3616.0,5974.0,13716.0,17433.0,19060.0,18719.0,18468.0,20894.0,35817.0,27317.0,21594.0,15823.0,11054.0,7104.0,6.2,9.9,8.1,15.6,25.6,32.0,33.86844291,34.29733874,29.4,29.4,29.49971248,31.71957311,33.4,24.8,17.65701872,10.78471558,11.6,13.8,18.97482589,23.19837258,23.7,29.0,61.9,45.4,4712.0,9407.0,16551.0,20348.0,21203.0,22592.0
Posey County,2.0,2.0,2.0,4.0,1823.0,2609.0,3450.0,4530.0,561.0,1469.0,4394.0,6511.0,7305.0,7393.0,7078.0,6320.0,6105.0,5429.0,3914.0,2748.0,1620.0,1207.0,4.7,9.7,7.2,11.3,21.0,27.8,31.11426141,32.72514228,44.2,41.8,40.136093,35.26392144,23.7,15.6,9.186277289,6.734739426,11.0,14.8,19.5633683,25.27619685,36.9,43.1,51.2,35.9,858.0,1715.0,3471.0,4921.0,5487.0,5865.0
Pottawatomie County,3.0,2.0,3.0,4.0,1567.0,2602.0,3893.0,6017.0,561.0,1223.0,2686.0,4071.0,4426.0,4278.0,4480.0,4351.0,2944.0,2403.0,1835.0,1234.0,833.0,607.0,8.2,14.0,10.0,12.2,22.2,29.1,32.50733138,33.34750395,44.0,37.4,32.84457478,26.42414673,18.2,10.8,6.107038123,3.686384064,15.6,22.7,28.54105572,36.54196526,39.1,46.5,42.8,27.4,686.0,1067.0,2240.0,3327.0,4434.0,5491.0
Pottawattamie County,2.0,2.0,2.0,4.0,5832.0,8571.0,11216.0,15019.0,2545.0,4557.0,18320.0,23077.0,21779.0,22431.0,22520.0,21641.0,21041.0,15719.0,12109.0,9101.0,6685.0,5715.0,5.5,9.2,8.6,12.5,25.0,29.7,34.57161819,33.58358672,41.1,39.3,36.45251623,33.9189994,22.9,16.0,10.82082908,8.957399455,11.0,15.0,18.1550365,23.54001442,39.9,46.6,45.9,31.7,3963.0,6202.0,13244.0,16910.0,21358.0,21427.0
Potter County,9.0,9.0,9.0,9.0,1065.0,1493.0,1673.0,2036.0,488.0,864.0,3440.0,4371.0,5235.0,5738.0,6250.0,5577.0,4469.0,3964.0,2847.0,2360.0,1530.0,1094.0,5.4,8.4,7.0,10.8,15.7,21.0,23.30845368,26.97307725,48.3,47.2,50.70582509,46.77514048,26.2,19.4,12.41278598,9.175543068,9.8,12.3,13.57293526,17.0762392,38.1,42.4,49.5,38.4,630.0,1118.0,1700.0,2553.0,2873.0,3216.0
Powder River County,9.0,12.0,9.0,9.0,211.0,203.0,190.0,339.0,85.0,212.0,549.0,608.0,436.0,399.0,399.0,487.0,606.0,394.0,342.0,211.0,89.0,141.0,5.9,14.1,13.5,19.2,28.2,36.1,43.68770764,28.05059524,31.6,31.4,33.13953488,36.23511905,24.8,16.6,7.392026578,10.49107143,15.3,16.0,15.7807309,25.22321429,38.3,40.5,42.3,26.2,194.0,289.0,389.0,459.0,526.0,377.0
Powell County,6.0,6.0,8.0,6.0,369.0,550.0,1039.0,1531.0,133.0,329.0,590.0,1408.0,2451.0,3099.0,3346.0,3607.0,3042.0,3941.0,3502.0,3721.0,2431.0,1534.0,3.4,5.5,3.4,4.9,9.8,13.1,19.10752433,24.53342382,35.0,36.5,39.71042013,40.7985522,49.9,43.9,28.85117493,17.3509784,5.3,6.5,12.33088061,17.31704558,15.1,23.6,78.1,66.0,131.0,295.0,690.0,1115.0,1610.0,2169.0
Power County,6.0,6.0,8.0,6.0,446.0,623.0,707.0,835.0,233.0,409.0,868.0,1311.0,1246.0,1427.0,1688.0,1702.0,1037.0,1082.0,1122.0,1097.0,836.0,600.0,9.5,11.1,13.1,23.7,29.9,27.6,31.37213254,37.36022364,31.0,32.8,35.85386576,33.985623,27.9,25.3,17.75700935,11.98083067,11.1,14.3,15.01699235,16.67332268,35.3,35.7,42.2,29.5,321.0,869.0,1202.0,1197.0,1477.0,1871.0
Poweshiek County,7.0,9.0,6.0,6.0,1943.0,2248.0,2778.0,3431.0,1216.0,1650.0,4285.0,5185.0,5472.0,5178.0,4850.0,4757.0,3755.0,2997.0,2204.0,1615.0,856.0,653.0,11.8,14.8,9.9,12.0,19.8,25.7,31.06922327,27.43166708,45.6,42.5,39.40526487,39.04621193,18.4,13.3,6.954826129,5.359927768,16.2,18.5,22.57068573,28.16219322,41.7,46.4,36.6,26.8,1014.0,1347.0,2373.0,3135.0,3824.0,3342.0
Powhatan County,1.0,1.0,1.0,1.0,1265.0,2950.0,5058.0,8041.0,250.0,679.0,781.0,2482.0,3529.0,4966.0,5766.0,6446.0,2909.0,3673.0,3506.0,3252.0,3410.0,1991.0,5.9,8.8,7.1,11.1,20.2,27.5,29.02518075,29.86294373,33.9,32.2,28.75093493,27.43679237,33.7,21.1,17.00324109,8.474504129,12.2,19.1,25.22064323,34.22575977,18.4,32.3,68.6,47.8,299.0,854.0,2106.0,4243.0,5821.0,7016.0
Prairie County,8.0,7.0,8.0,6.0,451.0,592.0,629.0,991.0,197.0,395.0,1244.0,1785.0,2174.0,2543.0,2756.0,2605.0,4101.0,3456.0,2727.0,2080.0,1452.0,835.0,3.4,6.5,3.8,6.7,14.2,20.4,21.95869635,25.30343898,34.9,38.8,44.46595676,43.91436278,43.7,31.8,23.42691191,14.0761969,7.2,9.0,10.14843498,16.70600135,21.6,29.6,71.2,57.2,220.0,402.0,884.0,1335.0,1361.0,1501.0
Pratt County,7.0,11.0,7.0,8.0,1265.0,1339.0,1536.0,1550.0,649.0,975.0,2233.0,2531.0,2010.0,1763.0,1868.0,1753.0,2301.0,1805.0,1141.0,875.0,676.0,450.0,10.6,15.1,15.5,17.6,31.8,37.5,36.47828118,35.69225497,31.1,27.7,29.08298303,30.03769705,17.6,13.7,10.52467694,7.710760795,19.5,21.0,23.91405885,26.55928718,36.4,39.3,37.5,28.0,951.0,1132.0,2056.0,2388.0,2343.0,2083.0
Preble County,6.0,4.0,6.0,3.0,1787.0,2835.0,3423.0,5130.0,941.0,1689.0,7248.0,10710.0,12006.0,13880.0,13240.0,13210.0,9387.0,7921.0,7014.0,5152.0,3580.0,2111.0,5.1,7.6,5.5,9.0,18.3,22.1,29.67517804,28.65017619,47.1,49.4,45.99617857,46.08729023,27.5,18.3,12.43703318,7.36489551,7.0,10.1,11.89161021,17.89763807,39.0,47.9,50.5,35.5,1016.0,2017.0,4662.0,6212.0,8542.0,8212.0
Prentiss County,7.0,9.0,7.0,7.0,1208.0,1602.0,1903.0,3085.0,512.0,963.0,2282.0,3751.0,3618.0,5049.0,5721.0,4989.0,7531.0,7825.0,6768.0,5654.0,4440.0,2683.0,4.6,6.9,7.9,10.0,19.3,23.6,27.25079901,35.29234841,25.2,31.3,34.49918591,30.01082772,47.1,35.1,26.77440753,16.13931665,8.4,9.9,11.47560755,18.55750722,20.4,26.9,67.2,56.1,887.0,1399.0,2780.0,3809.0,4519.0,5867.0
Presidio County,7.0,11.0,9.0,9.0,453.0,503.0,1191.0,758.0,190.0,350.0,365.0,550.0,681.0,857.0,1078.0,822.0,1850.0,1690.0,2162.0,2380.0,2100.0,1274.0,7.3,12.2,7.2,9.7,14.4,13.1,12.62,23.95417,17.7,19.9,21.56,21.90247802,56.1,55.3,42.0,33.94617639,11.8,11.7,23.82,20.19717559,14.1,19.2,71.4,58.9,186.0,279.0,555.0,563.0,631.0,899.0
Presque Isle County,7.0,9.0,9.0,9.0,812.0,1201.0,1648.0,2095.0,433.0,651.0,1833.0,3243.0,3554.0,4016.0,4024.0,3672.0,4152.0,3698.0,3187.0,2402.0,1438.0,855.0,6.3,7.6,6.6,11.6,18.7,27.2,31.32425384,36.2901674,38.3,38.4,38.86796098,35.32807389,34.3,23.0,13.88969381,8.225899557,8.7,11.5,15.91809137,20.15585915,26.7,37.8,60.4,43.1,455.0,998.0,1732.0,2844.0,3243.0,3772.0
Preston County,3.0,2.0,3.0,4.0,1544.0,2156.0,3086.0,4617.0,605.0,1210.0,3648.0,6392.0,7648.0,9432.0,11869.0,11794.0,9230.0,8725.0,6957.0,5223.0,4075.0,3658.0,4.3,6.9,4.3,7.3,13.3,16.2,22.02417537,22.24331654,41.1,47.0,48.63347675,45.69546687,37.3,26.0,16.69739807,14.17280124,8.3,10.8,12.64494981,17.88841534,25.9,36.3,65.5,49.6,599.0,1279.0,2479.0,3239.0,5375.0,5741.0
Price County,9.0,12.0,9.0,9.0,1105.0,1443.0,1636.0,1838.0,430.0,799.0,2512.0,3939.0,4607.0,4831.0,4693.0,4587.0,4898.0,3773.0,2778.0,1959.0,1126.0,718.0,5.0,8.3,8.0,11.7,18.5,26.0,30.25540275,33.70765661,44.2,43.4,43.90494901,42.57076566,26.7,17.6,10.53419403,6.663573086,10.6,13.0,15.30545421,17.05800464,29.5,40.9,57.5,39.1,683.0,1131.0,1924.0,2889.0,3234.0,3632.0
Prince Edward County,6.0,4.0,6.0,3.0,1345.0,2126.0,2699.0,3127.0,832.0,1278.0,997.0,1797.0,2698.0,3147.0,5121.0,4647.0,4562.0,4512.0,3729.0,3336.0,2516.0,1552.0,11.8,15.1,9.1,10.3,17.8,22.4,20.91208203,27.81733746,28.5,28.4,39.18432933,35.96749226,39.5,30.1,19.25166424,12.0123839,14.2,19.2,20.6519244,24.20278638,14.2,21.3,64.9,53.4,641.0,869.0,1679.0,2480.0,2733.0,3594.0
Prince George County,1.0,1.0,1.0,1.0,2654.0,3928.0,4297.0,6617.0,1139.0,1834.0,3690.0,4463.0,5523.0,6443.0,8888.0,8917.0,4852.0,4017.0,3624.0,3721.0,3478.0,2602.0,10.5,14.6,11.0,17.7,28.0,30.5,31.71741179,34.26842086,33.7,31.8,36.42175142,32.31850966,22.1,18.4,14.25234602,9.430611431,16.2,19.4,17.60849076,23.98245805,33.9,35.6,44.6,32.1,1195.0,2217.0,4594.0,6180.0,7740.0,9455.0
Prince George's County,1.0,1.0,1.0,1.0,116728.0,136788.0,165203.0,236848.0,54801.0,77479.0,117759.0,140142.0,133951.0,137265.0,152581.0,166011.0,105106.0,83035.0,76825.0,76141.0,80806.0,87058.0,17.1,21.1,13.2,18.3,28.5,30.5,28.73655284,25.37156784,29.2,27.3,27.27978131,25.28824403,16.8,15.1,14.4472117,13.26143417,25.5,27.2,29.53645415,36.07875395,36.8,38.1,32.9,22.6,42177.0,67244.0,130792.0,153504.0,160729.0,166558.0
Prince William County,1.0,1.0,1.0,1.0,34963.0,53819.0,95386.0,139028.0,6163.0,17147.0,19202.0,29493.0,34939.0,42554.0,54343.0,63042.0,17094.0,13544.0,15387.0,19209.0,28174.0,30569.0,12.6,22.9,13.1,19.6,32.6,32.4,29.6567513,25.57457291,27.6,24.9,21.48734515,20.16827692,12.2,11.2,11.14006334,9.779576428,27.6,31.5,37.71584021,44.47757374,39.3,39.4,35.0,18.1,6425.0,14662.0,41234.0,55476.0,75004.0,79941.0
Prince of Wales-Hyder Census Area,9.0,10.0,9.0,9.0,,,600.0,696.0,,,,,,,1590.0,1592.0,,,,,336.0,309.0,,,,,,,32.6040555,36.62762323,,,42.4226254,38.84821864,,,8.964781217,7.540263543,,,16.00853789,16.98389458,,,,,,,,,1222.0,1501.0
Prince of Wales-Outer Ketchikan Census Area,,,,,424.0,538.0,,,145.0,197.0,669.0,816.0,1521.0,1561.0,,,882.0,606.0,840.0,605.0,,,7.7,10.0,10.5,17.4,25.3,28.8,,,40.8,41.1,,,22.5,15.9,,,11.4,14.2,,,35.3,41.6,46.6,30.9,198.0,342.0,941.0,1093.0,,
Providence County,1.0,1.0,1.0,1.0,71434.0,85858.0,107227.0,147584.0,26552.0,45376.0,90805.0,111662.0,113795.0,113341.0,116849.0,131506.0,195373.0,154535.0,128586.0,111213.0,81745.0,62869.0,7.9,12.9,7.2,11.5,19.6,23.1,26.04713023,25.38875592,29.2,28.1,28.2561331,28.69299028,33.0,27.5,19.76737156,13.71724185,18.3,21.3,25.92936511,32.20101195,27.0,31.7,58.0,43.9,24200.0,40304.0,76289.0,93367.0,107714.0,116362.0
Prowers County,7.0,11.0,7.0,8.0,984.0,1016.0,1285.0,1428.0,513.0,934.0,2272.0,2521.0,2514.0,2468.0,2321.0,2230.0,3242.0,2524.0,2408.0,2394.0,1523.0,1158.0,7.5,12.8,12.1,18.0,27.0,31.2,35.11701455,36.46437995,31.1,28.9,29.36116382,29.41952507,29.8,28.0,19.26628716,15.27704485,12.2,11.9,16.25553447,18.83905013,33.1,34.6,47.3,34.6,833.0,1314.0,2188.0,2667.0,2776.0,2764.0
Pueblo County,3.0,2.0,3.0,4.0,11137.0,16887.0,22161.0,29409.0,4977.0,9686.0,19506.0,26630.0,25915.0,28520.0,30076.0,35305.0,30157.0,24512.0,20724.0,17199.0,14444.0,11218.0,8.1,13.2,11.5,16.9,27.3,32.0,36.67882172,35.40670671,32.6,31.0,28.56057585,30.03300611,26.1,18.7,13.7162175,9.542848393,14.0,18.3,21.04438494,25.01743879,31.6,36.4,48.8,33.5,7095.0,12352.0,21748.0,29474.0,38625.0,41622.0
Puerto Rico,,,,,278482.0,418253.0,548830.0,702653.0,,147920.0,,332770.0,410559.0,509856.0,627608.0,670172.0,,954011.0,982008.0,916404.0,739786.0,472462.0,,9.4,,9.1,14.4,19.4,21.49756614,23.49759376,21.0,22.3,25.71137587,27.78417156,50.3,40.0,30.3070004,19.58745705,14.3,18.3,22.48405759,29.13077762,,21.1,,60.5,,142981.0,281248.0,443813.0,524750.0,566777.0
Pulaski County,2.0,2.0,2.0,4.0,52402.0,66324.0,80590.0,101068.0,17684.0,36849.0,53123.0,70021.0,63370.0,63911.0,70066.0,67972.0,64328.0,55342.0,46784.0,36873.0,27767.0,21745.0,11.4,18.8,12.8,17.0,27.1,29.2,30.12692234,29.47393325,28.4,27.1,27.43887873,25.12670183,21.0,15.6,10.87396663,8.038311825,23.5,28.1,31.56023231,37.36105309,34.3,35.8,41.5,28.3,19896.0,33290.0,60444.0,68813.0,76930.0,79732.0
Pushmataha County,9.0,12.0,9.0,9.0,574.0,974.0,869.0,1107.0,259.0,605.0,1123.0,2354.0,2475.0,2780.0,3194.0,3319.0,3900.0,3719.0,3108.0,2433.0,1609.0,1126.0,4.6,8.3,6.4,8.4,16.5,21.3,28.99349024,28.09221603,33.6,35.4,39.98497747,42.98665976,42.2,31.0,20.14271407,14.58360316,7.8,12.4,10.87881823,14.33752105,19.9,32.3,69.1,51.0,362.0,613.0,1213.0,1674.0,2316.0,2169.0
Putnam County,4.0,3.0,4.0,2.0,3574.0,4507.0,6321.0,7483.0,1222.0,2505.0,5224.0,10771.0,15373.0,17833.0,20203.0,21575.0,11729.0,13878.0,15443.0,14160.0,11444.0,9443.0,6.2,8.1,7.1,12.6,20.5,23.6,25.90308542,27.48111733,35.5,37.3,39.42741164,40.63777288,35.7,29.6,22.33367811,17.78644215,8.3,9.4,12.33582483,14.09466765,26.7,34.7,60.0,44.7,1384.0,3899.0,8883.0,11261.0,13273.0,14590.0
Quay County,7.0,11.0,7.0,8.0,705.0,954.0,917.0,1304.0,501.0,785.0,1685.0,2254.0,2896.0,2562.0,2415.0,2297.0,3308.0,2563.0,2109.0,1825.0,1192.0,786.0,8.3,12.3,9.1,11.9,19.5,23.4,27.56964457,31.32435817,40.8,36.8,38.66474544,35.95804634,29.7,26.2,19.0842139,12.3043206,9.9,13.7,14.68139609,20.41327489,27.9,35.4,54.7,40.3,550.0,760.0,1387.0,1629.0,1722.0,2001.0
Quebradillas Municipio,3.0,2.0,3.0,4.0,1050.0,1671.0,2942.0,3696.0,,462.0,,1600.0,2627.0,3738.0,4134.0,4792.0,,6741.0,6709.0,6984.0,5992.0,4298.0,,4.9,,5.8,10.7,17.1,22.71571353,26.63529952,22.6,25.0,24.44851854,27.49598347,57.7,46.7,35.43674966,24.66146431,9.0,11.2,17.39901827,21.2072527,,17.1,,72.1,,546.0,1239.0,2563.0,3841.0,4642.0
Queen Anne's County,1.0,1.0,1.0,1.0,4571.0,7123.0,10330.0,13639.0,649.0,1953.0,2176.0,4990.0,7932.0,8462.0,10302.0,10206.0,7113.0,6982.0,5341.0,4440.0,2969.0,2347.0,6.1,12.4,6.8,11.6,22.4,28.5,28.61161525,28.5055275,34.5,30.2,31.1615245,27.85860516,23.2,15.8,8.980641258,6.406441927,19.9,25.4,31.246219,37.22942541,20.4,31.7,66.7,44.3,721.0,1820.0,5149.0,7993.0,9459.0,10443.0
Queens County,1.0,1.0,1.0,1.0,278026.0,366872.0,466251.0,598760.0,127506.0,192969.0,403384.0,423064.0,401918.0,418381.0,425423.0,435024.0,607049.0,459941.0,389662.0,387181.0,312288.0,293903.0,10.2,15.5,9.2,13.7,20.8,22.3,22.70889479,21.81213646,29.8,27.7,27.31100637,25.61868659,28.9,25.6,20.04804526,17.30803093,20.6,24.3,29.93205358,35.26114602,32.2,33.9,48.4,36.9,115038.0,170474.0,280850.0,337068.0,353736.0,370386.0
Quitman County,9.0,11.0,8.0,5.0,104.0,109.0,92.0,141.0,21.0,88.0,181.0,294.0,394.0,604.0,640.0,775.0,871.0,861.0,719.0,749.0,516.0,280.0,1.9,6.6,2.9,7.4,14.5,17.5,23.80952381,24.06349206,27.7,34.1,39.07203907,49.20634921,50.5,42.2,31.5018315,17.77777778,7.3,6.1,5.616605617,8.952380952,16.4,21.9,78.8,64.2,32.0,99.0,207.0,311.0,390.0,379.0
Rabun County,7.0,10.0,9.0,9.0,940.0,1882.0,3059.0,3947.0,342.0,759.0,736.0,1618.0,2742.0,3737.0,3896.0,3866.0,3356.0,3569.0,3017.0,2629.0,1797.0,1300.0,7.2,11.4,6.7,10.5,17.3,22.7,26.01859679,30.88357983,33.9,35.0,32.93322063,29.32119833,37.3,24.6,15.19019442,9.859689041,11.6,17.6,25.85798817,29.9355328,15.5,24.4,70.6,53.7,319.0,695.0,1400.0,2427.0,3078.0,4072.0
Racine County,3.0,2.0,3.0,4.0,18199.0,24799.0,29827.0,37985.0,7723.0,13694.0,29940.0,39155.0,38863.0,39758.0,43825.0,40562.0,42018.0,31698.0,26121.0,20914.0,15699.0,11422.0,8.8,14.0,9.2,13.8,24.8,30.1,31.60046237,33.71375103,35.1,32.5,33.54869824,29.88476954,23.6,17.1,12.01782119,8.415360132,16.5,20.3,22.8330182,27.9861193,34.1,39.9,47.9,32.3,8079.0,13532.0,27410.0,36885.0,41280.0,45759.0
Radford city,3.0,2.0,3.0,4.0,1836.0,2304.0,1990.0,2940.0,792.0,1277.0,1359.0,1253.0,1247.0,1329.0,1590.0,1458.0,2507.0,2339.0,1552.0,1124.0,867.0,500.0,14.9,21.2,12.5,19.0,26.6,29.7,34.14778617,33.77501352,19.7,19.6,23.54509107,19.71335857,24.6,16.6,12.83873834,6.760411033,29.1,34.1,29.46838442,39.75121687,25.5,20.8,47.1,38.9,665.0,1145.0,1684.0,2009.0,2306.0,2498.0
Rains County,8.0,4.0,8.0,3.0,342.0,722.0,938.0,2367.0,113.0,158.0,438.0,959.0,1547.0,2361.0,3233.0,2989.0,1791.0,1823.0,1709.0,1702.0,1306.0,958.0,4.6,5.0,4.3,7.6,20.9,24.0,30.0332141,32.88690476,34.0,37.5,41.30045989,31.77083333,37.6,27.0,16.68369954,10.18282313,7.5,11.5,11.98262647,25.15943878,17.9,30.1,73.2,57.3,105.0,243.0,949.0,1513.0,2351.0,3094.0
Raleigh County,3.0,2.0,3.0,4.0,5406.0,6991.0,9009.0,11342.0,1963.0,4667.0,9159.0,16979.0,17179.0,19991.0,22357.0,20082.0,25190.0,23745.0,18583.0,15479.0,11139.0,7596.0,5.0,9.1,7.4,11.4,18.4,23.1,23.93657952,25.59682709,34.0,36.2,40.00823178,38.29227366,36.8,28.0,19.93342997,14.48402105,10.7,12.7,16.12175874,21.62687819,23.4,33.1,64.3,46.4,2885.0,5828.0,9298.0,12740.0,13376.0,13424.0
Ralls County,9.0,8.0,9.0,7.0,435.0,802.0,1053.0,1318.0,208.0,400.0,1619.0,2350.0,2641.0,3022.0,3399.0,3477.0,2584.0,2229.0,1669.0,1389.0,881.0,668.0,4.4,7.4,5.7,8.4,15.4,19.9,26.11526739,27.36338253,47.1,46.4,47.09060682,46.23055445,29.8,21.3,12.20559712,8.881797633,7.8,12.3,14.58852868,17.52426539,34.6,43.2,55.2,41.0,269.0,457.0,861.0,1293.0,1885.0,2058.0
Ramsey County,1.0,1.0,1.0,1.0,89406.0,110972.0,129607.0,167013.0,35230.0,59744.0,89454.0,101478.0,92582.0,81763.0,76492.0,73756.0,92136.0,61097.0,46478.0,40014.0,33571.0,31282.0,14.3,22.3,12.0,17.0,26.4,28.0,27.59148874,25.85651019,29.8,25.3,23.10957501,20.10111058,15.0,12.4,10.142388,8.52544798,28.8,34.3,39.15654825,45.51693125,36.3,37.9,37.4,22.8,29515.0,45414.0,81900.0,90465.0,91327.0,94874.0
Randall County,2.0,2.0,2.0,4.0,14760.0,18971.0,23174.0,30533.0,5266.0,10178.0,9251.0,13453.0,13768.0,15336.0,18209.0,22700.0,6764.0,7723.0,7982.0,6877.0,6698.0,6051.0,19.7,24.1,20.5,25.7,34.7,37.2,37.87342361,37.76611379,24.6,23.4,23.52827166,23.82951921,14.3,10.5,8.654641307,6.35208902,26.4,28.9,29.94366343,32.05227798,34.6,31.9,25.3,18.3,5483.0,10873.0,19371.0,24444.0,29311.0,35976.0
